Dataset Row,Quarter,Total CO2 Emission (kgCO2e),Total Cost (�),Total Subsidy for Nuclear (�),Total Subsidy for Solar (�),Total Subsidy for Wind (�),Total Subsidy for Gas (�),Total Subsidy for Hydro (�),Total Subsidy for Coal (�)
15,151,263735225.02500036,545058270.0,33910263486.277737,530749585824.19934,121890572095.8708,0.0,0.0,0.0
15,152,263255054.27500036,545058270.0,33546764389.687737,529155506135.29443,122501552407.12827,0.0,0.0,0.0
15,153,262774883.5250004,545058270.0,33183265293.09774,527561426446.3894,123112532718.3858,0.0,0.0,0.0
15,154,262294712.77500045,545058270.0,32819766196.50774,525967346757.48444,123723513029.6433,0.0,0.0,0.0
15,155,261799716.32500046,541884645.0,32471437991.63269,524321619910.00836,124334493340.90082,0.0,0.0,0.0
15,156,261281759.97500044,541884645.0,32146604269.762695,522595909412.7834,124945473652.15831,0.0,0.0,0.0
15,157,260763803.62500042,541884645.0,31821770547.892693,520870198915.5585,125556453963.41577,0.0,0.0,0.0
15,158,260245847.27500048,541884645.0,31496936826.022697,519144488418.3334,126167434274.67326,0.0,0.0,0.0
15,159,259727890.9250005,541884645.0,31172103104.152695,517418777921.10834,126778414585.93076,0.0,0.0,0.0
15,160,259209934.57500046,541884645.0,30847269382.2827,515693067423.8835,127389394897.1883,0.0,0.0,0.0
15,161,258691978.2250004,541884645.0,30522435660.412693,513967356926.6584,128000375208.4458,0.0,0.0,0.0
15,162,258174021.87500045,541884645.0,30197601938.5427,512241646429.4335,128611355519.70326,0.0,0.0,0.0
15,163,257656065.52500048,541884645.0,29872768216.672695,510515935932.2085,129222335830.96074,0.0,0.0,0.0
15,164,257138109.1750005,541884645.0,29547934494.8027,508790225434.98334,129833316142.21823,0.0,0.0,0.0
15,165,256620152.82500052,541884645.0,29223100772.932697,507064514937.7586,130444296453.47578,0.0,0.0,0.0
15,166,256102196.47500053,541884645.0,28898267051.062702,505338804440.5334,131055276764.73328,0.0,0.0,0.0
15,167,255584240.12500048,541884645.0,28573433329.1927,503613093943.3085,131666257075.99074,0.0,0.0,0.0
15,168,255066283.77500045,541884645.0,28248599607.322704,501887383446.0836,132277237387.24821,0.0,0.0,0.0
15,169,254548327.42500052,541884645.0,27923765885.4527,500161672948.8586,132888217698.50575,0.0,0.0,0.0
15,170,254030371.07500052,541884645.0,27598932163.582706,498435962451.6336,133499198009.76329,0.0,0.0,0.0
15,171,253512414.72500053,541884645.0,27274098441.712704,496710251954.40857,134110178321.02075,0.0,0.0,0.0
15,172,252994458.37500048,541884645.0,26949264719.842705,494984541457.1835,134721158632.27824,0.0,0.0,0.0
15,173,252476502.02500048,541884645.0,26624430997.972706,493258830959.9587,135332138943.53574,0.0,0.0,0.0
15,174,251958545.67500052,541884645.0,26299597276.10271,491533120462.7336,135943119254.7932,0.0,0.0,0.0
15,175,251440589.32500055,541884645.0,25974763554.232708,489807409965.5086,136554099566.05069,0.0,0.0,0.0
15,176,250922632.97500056,541884645.0,25649929832.362713,488081699468.2837,137165079877.3082,0.0,0.0,0.0
15,177,250403567.37500048,535718745.0,25326231187.53025,486352124761.5679,137776060188.5657,0.0,0.0,0.0
15,178,249854402.6250005,535718745.0,25033332501.240253,484517695945.2379,138387040499.82324,0.0,0.0,0.0
15,179,249305237.87500048,535718745.0,24740433814.950256,482683267128.908,138998020811.0807,0.0,0.0,0.0
15,180,248756073.1250005,535718745.0,24447535128.660255,480848838312.5778,139609001122.33817,0.0,0.0,0.0
15,181,248206908.37500054,535718745.0,24154636442.37026,479014409496.248,140219981433.59576,0.0,0.0,0.0
15,182,247644221.57500046,532490715.0,23875574644.477764,477132874947.2673,140830961744.8532,0.0,0.0,0.0
15,183,247057148.8250005,532490715.0,23621466582.787766,475166388927.08734,141441942056.1107,0.0,0.0,0.0
15,184,246470076.07500046,532490715.0,23367358521.097767,473199902906.90735,142052922367.36816,0.0,0.0,0.0
15,185,245883003.32500052,532490715.0,23113250459.40777,471233416886.72736,142663902678.62564,0.0,0.0,0.0
15,186,245295930.57500058,532490715.0,22859142397.717773,469266930866.54736,143274882989.88324,0.0,0.0,0.0
15,187,244708857.82500052,532490715.0,22605034336.02777,467300444846.3675,143885863301.14072,0.0,0.0,0.0
15,188,244121785.0750005,532490715.0,22350926274.337776,465333958826.1873,144496843612.3982,0.0,0.0,0.0
15,189,243500209.0250005,525871440.0,22132124864.482777,463247276295.46625,145107823923.65567,0.0,0.0,0.0
15,190,242836735.27500054,525871440.0,21956196672.74278,461014637947.77374,145718804234.91315,0.0,0.0,0.0
15,191,242173261.52500057,525871440.0,21780268481.00278,458781999600.0812,146329784546.1706,0.0,0.0,0.0
15,192,241475375.8250006,522425790.0,21639553464.165203,456429482970.86456,146940764857.42816,0.0,0.0,0.0
15,193,240772507.2750006,522425790.0,21503937314.685207,454059607967.73706,147551745168.6857,0.0,0.0,0.0
15,194,240069638.72500062,522425790.0,21368321165.205204,451689732964.6096,148162725479.94318,0.0,0.0,0.0
15,195,239366770.17500058,522425790.0,21232705015.725204,449319857961.4821,148773705791.20062,0.0,0.0,0.0
15,196,238663901.62500066,522425790.0,21097088866.24521,446949982958.3545,149384686102.45807,0.0,0.0,0.0
15,197,237961033.07500067,522425790.0,20961472716.76521,444580107955.2272,149995666413.71573,0.0,0.0,0.0
15,198,237258164.52500066,522425790.0,20825856567.28521,442210232952.09955,150606646724.97318,0.0,0.0,0.0
15,199,236555295.9750006,522425790.0,20690240417.80521,439840357948.97205,151217627036.23068,0.0,0.0,0.0
15,200,235852427.42500055,522425790.0,20554624268.325214,437470482945.8446,151828607347.48813,0.0,0.0,0.0
15,201,235130144.52500063,518798790.0,20438874499.627712,435032975654.66266,152439587658.74564,0.0,0.0,0.0
15,202,234403078.57500055,517334040.0,20344102704.397713,432577326174.2573,153039072690.84326,0.0,0.0,0.0
15,203,233699130.22500053,517334040.0,20249330909.167717,430200033143.01245,153621650353.78076,0.0,0.0,0.0
15,204,232995181.87500048,517334040.0,20154559113.937717,427822740111.7673,154204228016.71823,0.0,0.0,0.0
15,205,232291233.5250005,517334040.0,20059787318.707718,425445447080.5224,154786805679.65576,0.0,0.0,0.0
15,206,231623859.67500052,515844180.0,19965015523.47772,423192122279.10236,155342634087.7682,0.0,0.0,0.0
15,207,230958872.32500052,515844180.0,19870243728.247723,420946886451.7074,155896717096.85568,0.0,0.0,0.0
15,208,230293884.9750005,515844180.0,19775471933.017723,418701650624.3123,156450800105.94324,0.0,0.0,0.0
15,209,229628897.62500048,515844180.0,19680700137.78772,416456414796.9173,157004883115.03076,0.0,0.0,0.0
15,210,229004670.4000005,512789130.0,19585928342.557724,414349334256.5036,157529155655.887,0.0,0.0,0.0
15,211,228418206.3000005,512789130.0,19491156547.32773,412370250756.6212,158025809624.9619,0.0,0.0,0.0
15,212,227834152.75000048,511198830.0,19396384752.09773,410399337747.5559,158520700605.71945,0.0,0.0,0.0
15,213,227288177.75000054,511198830.0,19301612956.86773,408557490903.1085,158987742324.35956,0.0,0.0,0.0
15,214,226742202.75000048,511198830.0,19206841161.63773,406715644058.6609,159454784042.9995,0.0,0.0,0.0
15,215,226196227.75000045,511198830.0,19112069366.40773,404873797214.2135,159921825761.6395,0.0,0.0,0.0
15,216,225650252.7500005,511198830.0,19017297571.177734,403031950369.766,160388867480.27945,0.0,0.0,0.0
15,217,225104277.7500005,511198830.0,18922525775.947735,401190103525.3185,160855909198.91943,0.0,0.0,0.0
15,218,224558302.7500005,511198830.0,18827753980.717735,399348256680.871,161322950917.5595,0.0,0.0,0.0
15,219,224012327.75000045,511198830.0,18732982185.487736,397506409836.4235,161789992636.19952,0.0,0.0,0.0
15,220,223475268.82500038,509608530.0,18638210390.257736,395694783775.16425,162250513462.90082,0.0,0.0,0.0
15,221,222968600.7750004,509608530.0,18543438595.02774,393986166722.2744,162688807512.48334,0.0,0.0,0.0
15,222,222461932.72500038,509608530.0,18448666799.79774,392277549669.38434,163127101562.06577,0.0,0.0,0.0
15,223,221993212.80000037,507934530.0,18353895004.56774,390697556709.2757,163537641737.617,0.0,0.0,0.0
15,224,221527568.5000004,507934530.0,18259123209.33774,389127988492.8231,163945932513.26212,0.0,0.0,0.0
15,225,221061924.20000038,507934530.0,18164351414.107746,387558420276.37054,164354223288.9071,0.0,0.0,0.0
15,226,220596279.90000033,507934530.0,18069579618.877747,385988852059.9181,164762514064.5521,0.0,0.0,0.0
15,227,220130635.60000032,507934530.0,17974807823.647747,384419283843.4656,165170804840.19702,0.0,0.0,0.0
15,228,219664991.30000037,507934530.0,17880036028.417747,382849715627.01306,165579095615.84198,0.0,0.0,0.0
15,229,219199347.0000004,507934530.0,17785264233.187748,381280147410.56055,165987386391.48715,0.0,0.0,0.0
15,230,218733702.70000038,507934530.0,17690492437.957752,379710579194.10803,166395677167.13208,0.0,0.0,0.0
15,231,218268058.40000036,507934530.0,17595720642.727753,378141010977.6556,166803967942.77707,0.0,0.0,0.0
15,232,217802414.10000032,507934530.0,17500948847.497753,376571442761.203,167212258718.42203,0.0,0.0,0.0
15,233,217336769.80000034,507934530.0,17406177052.267754,375001874544.7505,167620549494.06705,0.0,0.0,0.0
15,234,216871125.50000036,507934530.0,17311405257.037754,373432306328.29803,168028840269.7121,0.0,0.0,0.0
15,235,216405481.20000035,507934530.0,17216633461.80776,371862738111.8455,168437131045.35712,0.0,0.0,0.0
15,236,215939836.90000036,507934530.0,17121861666.577759,370293169895.393,168845421821.00208,0.0,0.0,0.0
15,237,215474192.60000035,507934530.0,17027089871.34776,368723601678.9405,169253712596.6471,0.0,0.0,0.0
15,238,215008548.30000028,507934530.0,16932318076.117762,367154033462.48804,169662003372.29202,0.0,0.0,0.0
15,239,214542904.00000033,507934530.0,16837546280.887762,365584465246.03546,170070294147.937,0.0,0.0,0.0
15,240,214077259.7000004,507934530.0,16742774485.657764,364014897029.58295,170478584923.58212,0.0,0.0,0.0
16,1,1864310432.5,790135740.0,58048977735.0,79124664287.8125,29806385408.4375,0.0,3390725828.4375,0.0
16,2,152064606.29999998,619593120.0,294778012553.71875,129368826110.57346,30402513116.60626,0.0,0.0,0.0
16,3,166552329.275,619593120.0,278436080015.1,179612987933.33438,30700576970.690617,0.0,0.0,0.0
16,4,181028763.075,619593120.0,261648569383.81876,229857149756.09528,31296704678.859375,0.0,0.0,0.0
16,5,210004209.02499992,619593120.0,228964704306.5813,330345473401.6172,31892832387.028133,0.0,0.0,0.0
16,6,237280587.72499996,603180945.0,198143654085.5625,424945933172.44366,32488960095.19688,0.0,0.0,0.0
16,7,250865170.12499997,586768770.0,182333947032.95624,472099517126.8734,33085087803.36562,0.0,0.0,0.0
16,8,259900979.275,586768770.0,171511401252.31876,503490006540.5453,33681215511.534378,0.0,0.0,0.0
16,9,266058393.12499994,576069120.0,163844656118.71872,524905846802.4767,34277343219.703133,0.0,0.0,0.0
16,10,270769592.47499996,576069120.0,157763504407.55624,541310046642.5172,34873470927.87189,0.0,0.0,0.0
16,11,275480791.825,576069120.0,151682352696.39374,557714246482.5579,35469598636.04064,0.0,0.0,0.0
16,12,280191991.175,576069120.0,145601200985.23126,574118446322.5983,36065726344.209404,0.0,0.0,0.0
16,13,283456708.72499996,570084570.0,141105935757.54373,585510079452.5079,36661854052.37813,0.0,0.0,0.0
16,14,285614324.575,565369470.0,137824469156.19376,593065216937.5016,37257981760.546875,0.0,0.0,0.0
16,15,287680656.12499994,565369470.0,134643084379.25624,600304022310.0985,37854109468.71564,0.0,0.0,0.0
16,16,289746987.675,565369470.0,131461699602.31874,607542827682.6953,38450237176.88439,0.0,0.0,0.0
16,17,291813319.22499996,565369470.0,128280314825.38126,614781633055.2921,39046364885.053154,0.0,0.0,0.0
16,18,293828806.62499994,559022220.0,125154674303.4,621844245617.378,39642492593.22187,0.0,0.0,0.0
16,19,294827978.47499996,559022220.0,123143296742.55002,625384968382.4968,40238620301.390625,0.0,0.0,0.0
16,20,295827150.325,559022220.0,121131919181.70003,628925691147.6156,40834748009.55939,0.0,0.0,0.0
16,21,296826322.175,559022220.0,119120541620.85,632466413912.7344,41430875717.72814,0.0,0.0,0.0
16,22,297825494.025,559022220.0,117109164060.00002,636007136677.853,42027003425.896904,0.0,0.0,0.0
16,23,298824665.875,559022220.0,115097786499.15,639547859442.9719,42623131134.06562,0.0,0.0,0.0
16,24,299823837.72499996,559022220.0,113086408938.3,643088582208.0906,43219258842.23437,0.0,0.0,0.0
16,25,300823009.575,559022220.0,111075031377.45003,646629304973.2094,43815386550.40314,0.0,0.0,0.0
16,26,301657662.325,555032520.0,109244028444.8625,649599911360.8938,44411514258.571884,0.0,0.0,0.0
16,27,302240168.37499994,555032520.0,107689472850.4875,651696741006.6313,45007641966.740654,0.0,0.0,0.0
16,28,302822674.42499995,555032520.0,106134917256.11247,653793570652.3687,45603769674.909386,0.0,0.0,0.0
16,29,303405180.47499996,555032520.0,104580361661.73747,655890400298.1063,46199897383.07812,0.0,0.0,0.0
16,30,303987686.52500004,555032520.0,103025806067.36252,657987229943.8438,46796025091.24688,0.0,0.0,0.0
16,31,304570192.57500005,555032520.0,101471250472.9875,660084059589.5814,47392152799.415634,0.0,0.0,0.0
16,32,305152698.625,555032520.0,99916694878.6125,662180889235.3188,47988280507.58437,0.0,0.0,0.0
16,33,305735204.675,555032520.0,98362139284.23747,664277718881.0563,48584408215.75311,0.0,0.0,0.0
16,34,306317710.725,555032520.0,96807583689.8625,666374548526.7938,49180535923.92186,0.0,0.0,0.0
16,35,306403417.22499996,548503920.0,95797706702.11877,666749793506.9391,49776663632.09063,0.0,0.0,0.0
16,36,306434350.175,548503920.0,94847882065.25626,666935228927.5548,50372791340.25935,0.0,0.0,0.0
16,37,306465283.125,548503920.0,93898057428.39377,667120664348.1703,50968919048.42809,0.0,0.0,0.0
16,38,306496216.075,548503920.0,92948232791.53128,667306099768.7859,51565046756.596855,0.0,0.0,0.0
16,39,306527149.02500004,548503920.0,91998408154.66878,667491535189.4016,52161174464.76561,0.0,0.0,0.0
16,40,306558081.97499996,548503920.0,91048583517.80627,667676970610.0173,52757302172.93434,0.0,0.0,0.0
16,41,306589014.925,548503920.0,90098758880.94379,667862406030.6329,53353429881.10309,0.0,0.0,0.0
16,42,306619947.875,548503920.0,89148934244.08127,668047841451.2485,53949557589.27184,0.0,0.0,0.0
16,43,306650880.82500005,548503920.0,88199109607.21877,668233276871.8641,54545685297.440605,0.0,0.0,0.0
16,44,306681813.77500004,548503920.0,87249284970.35628,668418712292.4796,55141813005.60934,0.0,0.0,0.0
16,45,306712746.72499996,548503920.0,86299460333.49377,668604147713.0955,55737940713.77807,0.0,0.0,0.0
16,46,306743679.675,548503920.0,85349635696.63129,668789583133.711,56334068421.94683,0.0,0.0,0.0
16,47,306774612.62500006,548503920.0,84399811059.76878,668975018554.3268,56930196130.115585,0.0,0.0,0.0
16,48,306805545.57500005,548503920.0,83449986422.90628,669160453974.9423,57526323838.284325,0.0,0.0,0.0
16,49,306836478.52500004,548503920.0,82500161786.0438,669345889395.5579,58122451546.453064,0.0,0.0,0.0
16,50,306867411.475,548503920.0,81550337149.18129,669531324816.1737,58718579254.621826,0.0,0.0,0.0
16,51,306898344.4250001,548503920.0,80600512512.31879,669716760236.7893,59314706962.790565,0.0,0.0,0.0
16,52,306929277.3750002,548503920.0,79650687875.4563,669902195657.4048,59910834670.959305,0.0,0.0,0.0
16,53,306960210.32500005,548503920.0,78700863238.5938,670087631078.0204,60506962379.12805,0.0,0.0,0.0
16,54,306991143.27500004,548503920.0,77751038601.7313,670273066498.636,61103090087.29683,0.0,0.0,0.0
16,55,307022076.225,548503920.0,76801213964.86879,670458501919.2518,61699217795.46557,0.0,0.0,0.0
16,56,307053009.1750001,548503920.0,75851389328.0063,670643937339.8674,62295345503.634285,0.0,0.0,0.0
16,57,307083942.1250001,548503920.0,74901564691.1438,670829372760.4829,62891473211.803055,0.0,0.0,0.0
16,58,307114875.0750001,548503920.0,73951740054.28128,671014808181.0989,63487600919.9718,0.0,0.0,0.0
16,59,307145808.02500004,548503920.0,73001915417.41878,671200243601.7145,64083728628.14054,0.0,0.0,0.0
16,60,307064660.37500006,545058270.0,72174973148.3813,670997280437.2861,64679856336.30929,0.0,0.0,0.0
16,61,306767541.0750001,545058270.0,71584816797.11256,670045899765.5503,65275984044.478035,0.0,0.0,0.0
16,62,306470421.7750001,545058270.0,70994660445.84381,669094519093.8143,65872111752.6468,0.0,0.0,0.0
16,63,305990251.0250001,545058270.0,70605197128.0688,667508800952.7019,66468239460.81554,0.0,0.0,0.0
16,64,305510080.27500004,545058270.0,70215733810.29382,665923082811.5892,67064367168.98426,0.0,0.0,0.0
16,65,305029909.52500004,545058270.0,69826270492.51881,664337364670.4768,67660494877.15303,0.0,0.0,0.0
16,66,304549738.77500004,545058270.0,69436807174.74382,662751646529.3644,68256622585.321785,0.0,0.0,0.0
16,67,304069568.02500015,545058270.0,69047343856.96881,661165928388.2518,68852750293.4905,0.0,0.0,0.0
16,68,303589397.27500015,545058270.0,68657880539.19382,659580210247.1394,69448878001.65927,0.0,0.0,0.0
16,69,303109226.52500004,545058270.0,68268417221.41883,657994492106.0267,70045005709.828,0.0,0.0,0.0
16,70,302629055.77500004,545058270.0,67878953903.64383,656408773964.9143,70641133417.99677,0.0,0.0,0.0
16,71,302148885.02500004,545058270.0,67489490585.86882,654823055823.8018,71237261126.16551,0.0,0.0,0.0
16,72,301668714.27500015,545058270.0,67100027268.09384,653237337682.6895,71833388834.33424,0.0,0.0,0.0
16,73,301188543.52500015,545058270.0,66710563950.31883,651651619541.5769,72429516542.50302,0.0,0.0,0.0
16,74,300708372.7750001,545058270.0,66321100632.54384,650065901400.4645,73025644250.67175,0.0,0.0,0.0
16,75,300228202.02500004,545058270.0,65931637314.76883,648480183259.3518,73621771958.84047,0.0,0.0,0.0
16,76,299748031.27500004,545058270.0,65542173996.99383,646894465118.2394,74217899667.00926,0.0,0.0,0.0
16,77,299267860.52500015,545058270.0,65152710679.21884,645308746977.127,74814027375.17798,0.0,0.0,0.0
16,78,298787689.77500015,545058270.0,64763247361.44384,643723028836.0144,75410155083.34674,0.0,0.0,0.0
16,79,298307519.02500015,545058270.0,64373784043.66884,642137310694.902,76006282791.51549,0.0,0.0,0.0
16,80,297827348.27500004,545058270.0,63984320725.89386,640551592553.7894,76602410499.6842,0.0,0.0,0.0
16,81,297347177.5250001,545058270.0,63594857408.11886,638965874412.677,77198538207.853,0.0,0.0,0.0
16,82,296867006.77500015,545058270.0,63205394090.34385,637380156271.5645,77794665916.02173,0.0,0.0,0.0
16,83,296386836.02500015,545058270.0,62815930772.568855,635794438130.452,78390793624.19044,0.0,0.0,0.0
16,84,295906665.27500015,545058270.0,62426467454.79386,634208719989.3396,78986921332.35922,0.0,0.0,0.0
16,85,295426494.5250001,545058270.0,62037004137.01887,632623001848.2269,79583049040.52794,0.0,0.0,0.0
16,86,294946323.7750001,545058270.0,61647540819.243866,631037283707.1145,80179176748.6967,0.0,0.0,0.0
16,87,294466153.02500015,545058270.0,61258077501.46887,629451565566.0021,80775304456.86545,0.0,0.0,0.0
16,88,293985982.27500015,545058270.0,60868614183.69387,627865847424.8896,81371432165.03416,0.0,0.0,0.0
16,89,293505811.52500015,545058270.0,60479150865.918884,626280129283.777,81967559873.20296,0.0,0.0,0.0
16,90,293025640.77500015,545058270.0,60089687548.143875,624694411142.6647,82563687581.37167,0.0,0.0,0.0
16,91,292545470.02500015,545058270.0,59700224230.36887,623108693001.5521,83159815289.54039,0.0,0.0,0.0
16,92,292065299.27500015,545058270.0,59310760912.59388,621522974860.4396,83755942997.70918,0.0,0.0,0.0
16,93,291585128.5250002,545058270.0,58921297594.81889,619937256719.3271,84352070705.87791,0.0,0.0,0.0
16,94,291104957.7750002,545058270.0,58531834277.04389,618351538578.2146,84948198414.04665,0.0,0.0,0.0
16,95,290624787.02500015,545058270.0,58142370959.26889,616765820437.1022,85544326122.21542,0.0,0.0,0.0
16,96,290144616.27500015,545058270.0,57752907641.493904,615180102295.9897,86140453830.38414,0.0,0.0,0.0
16,97,289664445.52500015,545058270.0,57363444323.7189,613594384154.8772,86736581538.55292,0.0,0.0,0.0
16,98,289184274.7750002,545058270.0,56973981005.9439,612008666013.7648,87332709246.72165,0.0,0.0,0.0
16,99,288704104.0250002,545058270.0,56584517688.1689,610422947872.6521,87928836954.89035,0.0,0.0,0.0
16,100,288223933.2750002,545058270.0,56195054370.39391,608837229731.5397,88524964663.05914,0.0,0.0,0.0
16,101,287743762.52500015,545058270.0,55805591052.61891,607251511590.4272,89121092371.22786,0.0,0.0,0.0
16,102,287263591.77500015,545058270.0,55416127734.84392,605665793449.3147,89717220079.39662,0.0,0.0,0.0
16,103,286783421.0250002,545058270.0,55026664417.06892,604080075308.2021,90313347787.56538,0.0,0.0,0.0
16,104,286303250.2750002,545058270.0,54637201099.29392,602494357167.0898,90909475495.7341,0.0,0.0,0.0
16,105,285823079.5250002,545058270.0,54247737781.51892,600908639025.9773,91505603203.9029,0.0,0.0,0.0
16,106,285342908.7750002,545058270.0,53858274463.74392,599322920884.8649,92101730912.07161,0.0,0.0,0.0
16,107,284862738.0250002,545058270.0,53468811145.968925,597737202743.7523,92697858620.24033,0.0,0.0,0.0
16,108,284382567.2750002,545058270.0,53079347828.193924,596151484602.6398,93293986328.40912,0.0,0.0,0.0
16,109,283902396.5250002,545058270.0,52689884510.41893,594565766461.5273,93890114036.57784,0.0,0.0,0.0
16,110,283422225.7750002,545058270.0,52300421192.64393,592980048320.4148,94486241744.7466,0.0,0.0,0.0
16,111,282942055.0250003,545058270.0,51910957874.86892,591394330179.3024,95082369452.91534,0.0,0.0,0.0
16,112,282461884.2750002,545058270.0,51521494557.09393,589808612038.19,95678497161.08406,0.0,0.0,0.0
16,113,281981713.5250002,545058270.0,51132031239.31894,588222893897.0773,96274624869.25287,0.0,0.0,0.0
16,114,281501542.7750003,545058270.0,50742567921.54394,586637175755.965,96870752577.42159,0.0,0.0,0.0
16,115,281021372.0250002,545058270.0,50353104603.768936,585051457614.8524,97466880285.59029,0.0,0.0,0.0
16,116,280541201.2750003,545058270.0,49963641285.99394,583465739473.74,98063007993.75908,0.0,0.0,0.0
16,117,280061030.52500033,545058270.0,49574177968.21894,581880021332.6274,98659135701.92781,0.0,0.0,0.0
16,118,279580859.7750003,545058270.0,49184714650.44395,580294303191.5149,99255263410.09659,0.0,0.0,0.0
16,119,279100689.0250003,545058270.0,48795251332.668945,578708585050.4025,99851391118.26532,0.0,0.0,0.0
16,120,278620518.2750003,545058270.0,48405788014.89395,577122866909.2902,100447518826.43404,0.0,0.0,0.0
16,121,278140347.5250003,545058270.0,48016324697.11895,575537148768.1775,101043646534.60283,0.0,0.0,0.0
16,122,277660176.77500033,545058270.0,47626861379.34395,573951430627.0651,101639774242.77155,0.0,0.0,0.0
16,123,277180006.0250003,545058270.0,47237398061.568954,572365712485.9525,102235901950.94026,0.0,0.0,0.0
16,124,276699835.2750003,545058270.0,46847934743.79395,570779994344.8401,102832029659.10905,0.0,0.0,0.0
16,125,276219664.5250003,545058270.0,46458471426.01896,569194276203.7277,103428157367.27779,0.0,0.0,0.0
16,126,275739493.7750003,545058270.0,46069008108.24396,567608558062.615,104024285075.44653,0.0,0.0,0.0
16,127,275259323.02500033,545058270.0,45679544790.46896,566022839921.5026,104620412783.6153,0.0,0.0,0.0
16,128,274779152.2750003,545058270.0,45290081472.69396,564437121780.3903,105216540491.784,0.0,0.0,0.0
16,129,274298981.5250003,545058270.0,44900618154.91897,562851403639.2776,105812668199.9528,0.0,0.0,0.0
16,130,273818810.7750003,545058270.0,44511154837.14397,561265685498.1652,106408795908.12152,0.0,0.0,0.0
16,131,273338640.0250003,545058270.0,44121691519.368965,559679967357.0526,107004923616.29022,0.0,0.0,0.0
16,132,272858469.27500033,545058270.0,43732228201.59397,558094249215.9401,107601051324.45903,0.0,0.0,0.0
16,133,272378298.5250003,545058270.0,43342764883.81897,556508531074.8276,108197179032.62775,0.0,0.0,0.0
16,134,271898127.77500033,545058270.0,42953301566.043976,554922812933.7151,108793306740.79652,0.0,0.0,0.0
16,135,271417957.02500033,545058270.0,42563838248.268974,553337094792.6027,109389434448.96526,0.0,0.0,0.0
16,136,270937786.27500033,545058270.0,42174374930.49398,551751376651.4902,109985562157.13396,0.0,0.0,0.0
16,137,270457615.52500033,545058270.0,41784911612.71898,550165658510.3777,110581689865.30278,0.0,0.0,0.0
16,138,269977444.77500033,545058270.0,41395448294.943985,548579940369.2652,111177817573.4715,0.0,0.0,0.0
16,139,269497274.02500033,545058270.0,41005984977.16898,546994222228.15265,111773945281.64021,0.0,0.0,0.0
16,140,269017103.27500033,545058270.0,40616521659.39398,545408504087.0401,112370072989.80899,0.0,0.0,0.0
16,141,268536932.5250003,545058270.0,40227058341.61899,543822785945.9278,112966200697.9777,0.0,0.0,0.0
16,142,268056761.77500036,545058270.0,39837595023.84399,542237067804.8151,113562328406.14647,0.0,0.0,0.0
16,143,267576591.02500036,545058270.0,39448131706.06899,540651349663.7027,114158456114.31522,0.0,0.0,0.0
16,144,267096420.2750004,545058270.0,39058668388.29399,539065631522.5904,114754583822.48393,0.0,0.0,0.0
16,145,266616249.5250003,545058270.0,38669205070.519,537479913381.4777,115350711530.65274,0.0,0.0,0.0
16,146,266136078.77500036,545058270.0,38279741752.743996,535894195240.3653,115946839238.82146,0.0,0.0,0.0
16,147,265655908.02500036,545058270.0,37890278434.969,534308477099.25275,116542966946.99017,0.0,0.0,0.0
16,148,265175737.27500042,545058270.0,37500815117.194,532722758958.1402,117139094655.15894,0.0,0.0,0.0
16,149,264695566.52500042,545058270.0,37111351799.419,531137040817.0278,117735222363.32771,0.0,0.0,0.0
16,150,264215395.77500033,545058270.0,36721888481.644005,529551322675.9152,118331350071.49648,0.0,0.0,0.0
16,151,263735225.02500036,545058270.0,36332425163.869,527965604534.8028,118927477779.66519,0.0,0.0,0.0
16,152,263255054.27500036,545058270.0,35942961846.09401,526379886393.69037,119523605487.83391,0.0,0.0,0.0
16,153,262774883.5250004,545058270.0,35553498528.31901,524794168252.5778,120119733196.00269,0.0,0.0,0.0
16,154,262294712.77500045,545058270.0,35164035210.544014,523208450111.4654,120715860904.17143,0.0,0.0,0.0
16,155,261799716.32500046,541884645.0,34790826419.60645,521571355720.56244,121311988612.3402,0.0,0.0,0.0
16,156,261281759.97500044,541884645.0,34442790289.03146,519854697224.24994,121908116320.50894,0.0,0.0,0.0
16,157,260763803.62500042,541884645.0,34094754158.45646,518138038727.93756,122504244028.67766,0.0,0.0,0.0
16,158,260245847.27500048,541884645.0,33746718027.881462,516421380231.62494,123100371736.84639,0.0,0.0,0.0
16,159,259727890.9250005,541884645.0,33398681897.30646,514704721735.31244,123696499445.01514,0.0,0.0,0.0
16,160,259209934.57500046,541884645.0,33050645766.731464,512988063239.00006,124292627153.18393,0.0,0.0,0.0
16,161,258691978.2250004,541884645.0,32702609636.15646,511271404742.68744,124888754861.35269,0.0,0.0,0.0
16,162,258174021.87500045,541884645.0,32354573505.581467,509554746246.37506,125484882569.52141,0.0,0.0,0.0
16,163,257656065.52500048,541884645.0,32006537375.006462,507838087750.06256,126081010277.69012,0.0,0.0,0.0
16,164,257138109.1750005,541884645.0,31658501244.43147,506121429253.74994,126677137985.85886,0.0,0.0,0.0
16,165,256620152.82500052,541884645.0,31310465113.856464,504404770757.4377,127273265694.02768,0.0,0.0,0.0
16,166,256102196.47500053,541884645.0,30962428983.28147,502688112261.12494,127869393402.19641,0.0,0.0,0.0
16,167,255584240.12500048,541884645.0,30614392852.706467,500971453764.81256,128465521110.36513,0.0,0.0,0.0
16,168,255066283.77500045,541884645.0,30266356722.131474,499254795268.5002,129061648818.53384,0.0,0.0,0.0
